"","teams_d","ScoreDiff","RoundPoints","LevRoundPts","favWin","score_dxLRPts","score_dxRPts","seed_d","ws.40_d","aBPM_d","TS_d","TOV_d","StlBlk_d","OR_d","PER_d","depth_d"
"1","connecticut northwestern 2024",17,2,1.5,1,25.5,34,8,2.65021261334127,3.47441627727061,-5.02901987513603,-0.767516360650419,1.35829891807534,0.189483249865608,0.301728004388306,2
"2","san-diego-state yale 2024",28,2,1.5,1,42,56,8,0.0336386419500334,3.17453145794148,-5.03857203274087,-0.575797825171365,2.28873288696999,0.0982836786237945,-0.0627449171981525,1
"3","illinois duquesne 2024",26,2,1.5,1,39,52,8,1.13541341811357,3.83485291488425,-4.87498684680277,1.10041872725549,-5.20316121513298,0.119176555885651,0.289461890209404,-2
"4","iowa-state washington-state 2024",11,2,1.5,1,16.5,22,5,1.22022424516712,2.65659156923998,-5.0187758861676,0.144572193991364,3.9884952114009,-0.0643189316984304,0.0324266743668495,1
"5","connecticut san-diego-state 2024",30,4,1.75,1,52.5,120,4,2.07450115181691,2.75501088411025,-4.88311035364205,0.451945006190429,0.136397009864023,0.089729546036589,0.405150725673144,0
"6","iowa-state illinois 2024",-3,4,1.75,0,-5.25,-12,1,0.593800342480188,0.637301132236114,-5.26434073215721,-0.466969407589495,6.57361055968172,-0.0846745624816813,-0.132735967744113,1
"7","connecticut illinois 2024",25,8,1.875,1,46.875,200,2,1.5441421500913,1.21547670149707,-5.21361960504962,0.037671280999338,4.28436949489533,0.0294189761683603,0.1870455397628,1
"8","north-carolina michigan-state 2024",16,2,1.5,1,24,32,8,0.924384001408952,1.0819638182359,-4.94298317573546,0.199745881444361,-1.71212750751394,0.0466467766491357,0.0947019579621557,0
"9","alabama grand-canyon 2024",11,2,1.5,1,16.5,22,8,-0.816810073024373,3.2999293054962,-5.10950587320417,0.319001006124227,-2.77597127405484,0.0142517399867979,0.115409192021023,-1
"10","baylor clemson 2024",-8,2,1.5,0,-12,-16,3,0.768827783549294,1.6626488448258,-5.2193741086786,-0.866372498188944,1.41441493547869,0.144701028294403,0.109594543713208,-1
"11","arizona dayton 2024",10,2,1.5,1,15,20,5,0.98863297410641,2.65493736147916,-5.39363527035699,-0.136226990957431,0.606649994274884,0.168293411861953,0.0638177378762329,1
"12","north-carolina alabama 2024",-2,4,1.75,0,-3.5,-8,3,0.654710842506061,0.419987602209205,-5.50810382996633,0.984073696295205,-0.617922717213473,-0.0370579047123443,-0.0855528754655293,-1
"13","arizona clemson 2024",-5,4,1.75,0,-8.75,-20,4,1.8669473454551,2.70475878707585,-5.2253150508094,-0.382492976434252,1.93581502814179,0.125762792262775,0.181599966694296,-1
"14","alabama clemson 2024",7,8,1.875,1,13.125,56,2,0.622553184348924,1.69897327438371,-5.20387311243772,-0.590621464656707,1.40821033683859,0.105764854972746,0.176692653188409,0
"15","purdue utah-state 2024",39,2,1.5,1,58.5,78,7,0.911603361917577,3.62314327223016,-5.30214327635774,-0.0885524204699681,-1.54845160972488,0.217999008759388,0.128573477420854,1
"16","kansas gonzaga 2024",-21,2,1.5,0,-31.5,-42,1,-2.40404802512803,-0.958393045921012,-5.45683954973696,-2.02289149277488,0.809585151628168,-0.149864107010079,-0.479625722773497,0
"17","creighton oregon 2024",13,2,1.5,1,19.5,26,8,1.53315212462319,2.16017905810124,-4.92536029153289,-0.0546627121313863,-3.51994986699074,-0.147925187689531,0.0956326782603394,-1
"18","tennessee texas 2024",4,2,1.5,1,6,8,5,0.983029974008478,1.38250823060976,-5.18292211556559,1.06402489776484,1.33586859307501,0.107164866831163,0.030660378302661,0
"19","purdue gonzaga 2024",12,4,1.75,1,21,48,4,-0.580337114425582,1.71220362234732,-5.43085148866215,-1.21642937032173,-1.31350538538064,0.0829304081920451,-0.144961942497342,2
"20","tennessee creighton 2024",7,4,1.75,1,12.25,28,1,0.0847412172975979,0.219571347959348,-5.51547922096712,0.432426692988012,5.24539699513206,0.211157114519365,-0.0415058556000009,1
"21","purdue tennessee 2024",6,8,1.875,1,11.25,48,1,0.388938112425309,0.886175058741706,-4.9344169505881,-1.08865498259946,-3.44088324570517,0.0796394997015272,0.123321428008121,1
"22","houston texas-am 2024",5,2,1.5,1,7.5,10,8,2.90961924835376,4.59494258528466,-4.62100240226881,0.193572723939342,5.3650080892924,-0.181505950492003,0.241328471233404,-2
"23","duke james-madison 2024",38,2,1.5,1,57,76,8,-0.161057216441971,4.13081922638579,-5.24628594034999,0.127463194103045,-0.241341577751946,0.0547016875749202,0.0908151241342086,-1
"24","north-carolina-state oakland 2024",6,2,1.5,1,9,12,3,0.23702814640354,3.12965796847919,-5.03203355245033,1.15124696775771,1.33682887585074,-0.00588044623702517,0.076917712050188,-1
"25","marquette colorado 2024",4,2,1.5,1,6,8,8,-0.609558225504506,0.116364901056182,-5.4772070430739,0.974713773330164,3.82358817375504,-0.0623142725610744,-0.110324123418131,3
"26","houston duke 2024",-3,4,1.75,0,-5.25,-12,3,1.01196677173131,2.03103725268707,-5.33182587120486,0.642301600170503,4.86063829093305,-0.0154531138206,-0.0167091229139608,-1
"27","marquette north-carolina-state 2024",-9,4,1.75,0,-15.75,-36,9,0.782338197283544,2.06469938007171,-4.90321270210681,-0.464101998474065,0.994896374618312,-0.0423828914449403,0.0203616998504842,1
"28","duke north-carolina-state 2024",12,8,1.875,1,22.5,96,7,2.04011459256393,3.06920133660906,-4.89791321040624,-0.308948758528145,-0.0227218971029419,0.0826735822499174,0.225985840767156,0
"29","connecticut alabama 2024",14,16,1.9375,1,27.125,224,3,2.12883374632375,1.47238548539179,-5.46798503074929,0.845086694448159,1.56427204706782,0.0597353553068702,0.197561363478026,0
"30","purdue north-carolina-state 2024",13,16,1.9375,1,25.1875,208,10,2.00630034302136,3.78664273610106,-4.88616599502193,-1.21322806161255,-1.64990383332949,0.164938438236693,0.187848904680766,1
"31","connecticut purdue 2024",15,32,1.96875,1,29.53125,480,0,1.01236220965019,0.0820915350241993,-5.38050257340751,0.898280522980605,2.56215345618634,-0.0248222604864829,0.165651062719014,0
"32","connecticut stetson 2024",39,1,1,1,39,39,15,3.20220250666925,9.26113961134785,-5.2036355187168,0.514195401652572,3.58543499200734,0.157540710915594,0.399296079343305,0
"33","iowa-state south-dakota-state 2024",17,1,1,1,17,17,13,1.79086698019938,6.74478293555806,-5.30280165190689,0.25253842373765,4.19139840415674,0.115992853839882,0.100190318783778,1
"34","illinois morehead-state 2024",16,1,1,1,16,16,11,-0.605617967945712,5.77268058766928,-5.21992708063246,1.3861155220066,-3.15695890232341,-0.002414540766791,0.103007515899208,0
"35","auburn yale 2024",-2,1,1,0,-2,-2,9,1.25736235071602,5.35165496931778,-4.99862488217854,-0.344274370385202,3.96496478527017,0.0998661786316389,0.174831725181038,2
"36","san-diego-state alabama-birmingham 2024",4,1,1,1,4,4,7,1.29108287733437,3.30440162536731,-5.00618755793848,0.345651824179956,0.573243842991742,-0.0403714876589405,-0.0460456344679486,1
"37","brigham-young duquesne 2024",-4,1,1,0,-4,-4,5,1.13718314788572,3.41161160380764,-4.88137241940826,0.664820420667406,-4.10464194534461,0.0598711573085597,0.169328392795576,0
"38","washington-state drake 2024",5,1,1,1,5,5,3,-0.348066536613596,1.11388332082121,-5.34277855133716,-0.897864274539017,2.49409216785279,0.190496397016412,-0.00542596615094198,-1
"39","florida-atlantic northwestern 2024",-12,1,1,0,-12,-12,1,0.381547510760454,-0.116316489038781,-5.05018566855464,-1.37762153332766,-0.852280429783855,0.083489818186024,0.0110373801051026,2
"40","north-carolina wagner 2024",28,1,1,1,28,28,15,2.02049208952604,10.0302817674657,-4.33624619055015,0.19140127760263,0.932630933596815,0.0217794822655585,0.437780051676087,1
"41","arizona long-beach-state 2024",20,1,1,1,20,20,13,2.65656781158219,7.26646416748148,-4.85102838036569,0.716166912125293,-1.33173854999009,0.0532994764944892,0.280296851537097,0
"42","baylor colgate 2024",25,1,1,1,25,25,11,0.127682703314581,6.17615546872422,-5.04395267877145,-0.2334219816755,0.00516223139520555,0.201856674416067,0.197299102949665,-2
"43","alabama college-of-charleston 2024",13,1,1,1,13,13,9,-0.0129335217040909,4.53098912879983,-5.05345195363302,-1.0275350960801,1.19828865156327,0.0187679095364292,0.0980662535932908,-1
"44","saint-marys-ca grand-canyon 2024",-9,1,1,0,-9,-9,7,0.848129920679761,2.11888171083331,-5.15671645499588,1.23477084031497,-2.94796942491904,0.0588906548460203,-0.00462272216119573,-3
"45","clemson new-mexico 2024",21,1,1,1,21,21,5,-0.990512444725666,-0.309554066133963,-4.90197512428615,-0.653355505889311,-4.62842336048384,-0.0252035157218149,-0.116196990464627,1
"46","dayton nevada 2024",3,1,1,1,3,3,3,-0.0384708495316692,0.163404391680387,-5.21972258160526,-0.157553350186572,-0.181198397744062,-0.00366118106839703,0.0841887400601959,-1
"47","mississippi-state michigan-state 2024",-18,1,1,0,-18,-18,1,-0.267179627300934,-1.01017853799529,-4.9557163255324,-1.59908349742196,0.0239000755694345,0.139740370421979,-0.0455676283532114,1
"48","houston longwood 2024",40,1,1,1,40,40,15,2.45172999387108,9.42735293486563,-4.8675756804119,1.91751948886383,6.00969628053019,-0.0920845856569389,0.340241534607043,-1
"49","marquette western-kentucky 2024",18,1,1,1,18,18,13,0.254000453778993,5.41304444823634,-5.05307950665058,1.1475391316132,1.95594796719206,-0.0186723594415525,0.143343622390415,0
"50","kentucky oakland 2024",-4,1,1,0,-4,-4,11,1.02346218123363,4.35257363418282,-4.97469769774948,0.761232378380693,3.19909908855391,-0.0253591185839318,0.270888717631046,0
"51","duke vermont 2024",17,1,1,1,17,17,9,1.03651202045487,5.98505387799835,-5.00777823693705,-0.374400913925973,0.773237790449899,0.192659745245608,0.287442668295576,-2
"52","wisconsin james-madison 2024",-11,1,1,0,-11,-11,7,-1.95018828363977,2.59825149186155,-5.26327388842383,0.0953681847076142,-3.4513271872416,-0.0214523534623047,-0.157597072435754,0
"53","texas-tech north-carolina-state 2024",-13,1,1,0,-13,-13,5,0.35137420526196,0.963543754072615,-4.90993097008731,-1.2883738899644,-3.04101078384669,-0.016038081104579,-0.0995698710338399,0
"54","florida colorado 2024",-2,1,1,0,-2,-2,3,-1.1642883601762,-1.35750529435976,-5.50847153633809,0.940135686454105,2.28683068976465,0.0184852177702737,-0.102664367964121,2
"55","nebraska texas-am 2024",-15,1,1,0,-15,-15,1,0.664175812990294,0.539152360515601,-4.58456683587432,-1.15062479057481,-1.51349288259389,-0.255523233552953,-0.00933188159577831,-1
"56","purdue grambling 2024",28,1,1,1,28,28,15,3.15405478179371,10.4891763174293,-4.75191653169456,1.25531280195951,-1.21985973175541,0.159236576617869,0.4769209851919,0
"57","tennessee saint-peters 2024",34,1,1,1,34,34,13,1.88463668386523,7.74187518148276,-4.45481990211356,1.66762895365405,0.554401459365543,-0.0185715702123975,0.371053086988974,-1
"58","creighton akron 2024",17,1,1,1,17,17,11,0.710816365781127,5.54692505293567,-5.05885358623634,0.760065675076302,-1.17832902548389,-0.102087661012016,0.250604262932033,-2
"59","kansas samford 2024",4,1,1,1,4,4,9,-1.2860997309881,3.03603872877263,-5.43960057365216,-0.0137483663577029,-1.68733840328064,-0.0594596810266133,-0.277980289020258,-4
"60","gonzaga mcneese-state 2024",21,1,1,1,21,21,7,-0.653910646920295,3.61624914600662,-5.25786320102844,0.234079320121113,-4.17504570891552,-0.00666001498625528,0.0798552892661501,-2
"61","south-carolina oregon 2024",-14,1,1,0,-14,-14,5,0.108288082065867,-0.575198231714283,-4.9879826115282,0.222037167939245,-2.74320759008549,-0.0127981996340849,-0.140539350068103,2
"62","texas colorado-state 2024",12,1,1,1,12,12,3,-0.000806167216787834,1.38367774936806,-5.30753268398268,-0.506464107261208,1.6968142454725,0.0868988790056204,0.0670464810722482,-1
"63","utah-state texas-christian 2024",16,1,1,1,16,16,1,0.324357721816794,-0.524050825357522,-4.98356016187361,0.351301220249364,-1.41283761372521,-0.177256114421082,0.075756109976496,-2
"64","colorado boise-state 2024",7,1,1,1,7,7,0,0.41603295025611,1.31873348915162,-5.06183760894279,-0.239500177329393,-0.296128176158271,-0.0355222632989912,0.192999257698382,-2
"65","colorado-state virginia 2024",25,1,1,1,25,25,0,0.61122531548988,0.746061908607035,-4.62184495905636,-0.736857206180648,-3.81239067756547,-0.0487845515474773,0.12200567690093,-1
"66","wagner howard 2024",3,1,1,1,3,3,0,0.22197049791765,-0.628549863709067,-5.27254635441506,2.56156306130244,0.190078114974051,-0.0263547274304552,-0.0730986803912138,-2
"67","montana-state grambling 2024",-7,1,1,0,-7,-7,0,0.389500582062806,1.4131180163192,-4.7786707088197,0.969534503701937,-0.266410571465865,-0.154349585558588,0.0874664817327549,-1
"68","florida-atlantic fairleigh-dickinson 2023",8,2,1.5,1,12,16,6,2.31069790123264,7.54698666914695,-4.9339645754411,-0.292155786645087,-0.806067850300884,-0.0718456882571536,0.106398410468977,-1
"69","tennessee duke 2023",13,2,1.5,1,19.5,26,1,1.29305420168059,1.71970751513228,-5.04172469579983,0.604373835419858,1.87864668086526,0.0941260107386625,-0.0155029580962655,0
"70","kansas-state kentucky 2023",6,2,1.5,1,9,12,3,-0.594698955630578,-0.555400368003655,-4.98096843019906,-2.22933809473667,0.26601391916692,-0.147802524621601,-0.305567751722884,2
"71","marquette michigan-state 2023",-9,2,1.5,0,-13.5,-18,5,1.30546300721593,0.835388086879143,-4.92464804718869,0.336689711001801,4.26639443333053,-0.00750491199643326,0.294303911675975,0
"72","tennessee florida-atlantic 2023",-7,4,1.75,0,-12.25,-28,5,0.247634213220342,2.31632289956527,-5.25482275179395,0.159153428130899,3.58180600308571,0.194897185727578,-0.0894609278148067,0
"73","kansas-state michigan-state 2023",5,4,1.75,1,8.75,20,4,0.678068054247742,0.312619789379784,-4.95217030780656,-1.37525362117523,2.26744851551174,0.10028778417988,-0.0233612926347341,0
"74","kansas-state florida-atlantic 2023",-3,8,1.875,0,-5.625,-24,6,-1.64234692756623,0.571129869704468,-5.23558105214726,-1.39150787340298,1.23747144344479,0.0212501969615111,-0.260296128067141,0
"75","kansas arkansas 2023",-1,2,1.5,0,-1.5,-2,7,0.180457688355371,1.45850564975421,-5.00181226567349,0.39259026165697,-2.1991510024093,-0.0960187350427437,0.0225309882067414,-2
"76","connecticut saint-marys-ca 2023",15,2,1.5,1,22.5,30,1,0.0131656419173547,0.358248588940739,-4.97329541472182,-1.77212625618173,0.65919513205483,0.153240650089436,0.0523122671157395,1
"77","gonzaga texas-christian 2023",3,2,1.5,1,4.5,6,3,1.5408269663201,1.23347665432958,-4.77501243945174,0.851051077034623,-2.31867296855404,0.0606008965708717,0.380164595657215,-1
"78","ucla northwestern 2023",5,2,1.5,1,7.5,10,5,1.5469848794998,2.31438671218602,-4.59060164625047,-0.383428876596988,-2.27704140291855,0.0494424375134992,0.165742135170116,0
"79","connecticut arkansas 2023",23,4,1.75,1,40.25,92,4,1.50745575325691,1.5708049262386,-4.98741350166964,-0.0943004115877351,-1.79761656025369,0.155304532287625,0.155618328138871,0
"80","ucla gonzaga 2023",-3,4,1.75,0,-5.25,-12,1,-0.147649098763831,0.295865753998729,-5.57664810592606,-0.316497127363423,0.804379844574806,-0.0203119675094086,-0.284239762640211,-1
"81","gonzaga connecticut 2023",-28,8,1.875,0,-52.5,-224,1,0.206829817270079,0.023603890374333,-5.09711622456656,1.95184064900378,-0.861910886301246,-0.14884958310937,0.245207774597928,-1
"82","houston auburn 2023",17,2,1.5,1,25.5,34,8,3.00243885498017,2.4540602372137,-4.8860616645814,1.19768611912573,1.6081993307853,0.128166900355128,0.304529371388604,0
"83","indiana miami-fl 2023",-16,2,1.5,0,-24,-32,1,-0.0357043886120243,1.26124991808455,-5.31689594610735,-0.0153544142377964,1.03410926959115,0.0405717951051037,-0.089884219964517,0
"84","xavier pittsburgh 2023",-18,2,1.5,0,-27,-36,8,0.166444276694572,1.95776965008541,-5.19832907079373,-0.15197636075121,-0.555312220069785,-0.00398558594219693,0.0340978061317148,-2
"85","texas penn-state 2023",5,2,1.5,1,7.5,10,8,1.12885405977393,2.05164027479333,-5.2898462380053,-0.82171848969395,4.4427946327256,0.169306611054148,0.0414342917150769,0
"86","houston miami-fl 2023",-14,4,1.75,0,-24.5,-56,4,2.93260618479484,3.60224408705078,-5.33095215354402,0.71690832189233,5.2052509862897,0.219897059608246,0.162504254054231,1
"87","texas xavier 2023",12,4,1.75,1,21,48,1,0.558400613641346,0.982205123777456,-5.30889577281315,0.208973697767776,2.35113214688518,-0.0126565209920849,-0.0639167180661058,3
"88","texas miami-fl 2023",-7,8,1.875,0,-13.125,-56,3,0.776257164565378,2.44056759097497,-5.32478454494675,0.0978154685954165,1.37176432145216,0.0367514709260206,-0.102886869318534,1
"89","alabama maryland 2023",22,2,1.5,1,33,44,7,0.898146127786818,1.7429564663067,-4.98273027728342,-1.24997287449553,0.233706638368028,0.0326773101050162,0.00253753670640506,2
"90","san-diego-state furman 2023",23,2,1.5,1,34.5,46,8,-0.395742861367957,3.57508065130118,-5.44700615932166,-0.133565861037303,1.81104326778052,0.0137945469046573,-0.206636828889139,0
"91","baylor creighton 2023",-9,2,1.5,0,-13.5,-18,3,-0.282103882959976,0.181093066331691,-5.24781401167921,-0.573853802459745,0.505897418894069,0.0962922044807542,-0.0208587574683655,-1
"92","missouri princeton 2023",-15,2,1.5,0,-22.5,-30,8,-0.643355521878433,2.55210241723642,-5.10844556962025,0.801125215794356,4.43236922561513,0.00342950289834416,0.215410714078208,1
"93","alabama san-diego-state 2023",-7,4,1.75,0,-12.25,-28,4,0.732640222096151,1.89560814638919,-4.91789485045021,-0.93451781607374,-1.62754850189567,0.0155686116026367,0.025691426781944,1
"94","creighton princeton 2023",11,4,1.75,1,19.25,44,9,0.139988987945681,4.43185653512294,-5.11198678541216,0.326547387044164,0.682292510466423,-0.0161445672497952,0.11503189436289,0
"95","san-diego-state creighton 2023",1,8,1.875,1,1.875,8,1,0.241527632352045,-0.218310319275786,-5.27378910514595,0.289164346153458,2.7881643811299,0.106923696772872,-0.0407582780052614,0
"96","san-diego-state florida-atlantic 2023",1,16,1.9375,1,1.9375,16,4,-0.962331338058669,0.900232878179995,-5.24694428286998,0.0965130444875602,2.6959724894759,0.0439642051607754,-0.109533737281662,0
"97","connecticut miami-fl 2023",13,16,1.9375,1,25.1875,208,1,1.39931046545583,2.34612515699081,-5.31961980641086,-1.09970721739887,1.4274198959165,0.223895089958126,-0.0205083964999471,1
"98","connecticut san-diego-state 2023",17,32,1.96875,1,33.46875,544,1,0.859268046161678,1.17466267085447,-4.91674326201822,-1.1127305744916,-0.138282158363388,0.124385436285111,0.13604898945968,0
"99","kansas howard 2023",28,1,1,1,28,28,15,0.672585465864744,7.29564862364573,-5.11829876082637,1.91994113457221,0.916129419736901,-0.153137750186096,0.135626831404847,-3
"100","arkansas illinois 2023",10,1,1,1,10,10,1,-0.137366381008558,0.429699305451002,-4.8973690587953,-0.223039711054873,1.31299736518269,-0.0201001561137629,0.0403847724415801,0
"101","saint-marys-ca virginia-commonwealth 2023",12,1,1,1,12,12,7,0.720971469303411,2.50212943711918,-5.04404504846086,1.962677411083,-2.89135982878618,0.0446001172139225,0.0801955624338923,0
"102","connecticut iona 2023",24,1,1,1,24,24,9,0.306672938251732,3.55365469617355,-4.9722742746165,-1.75892609404269,-2.09111412840803,0.110906085097688,0.0121544039813713,0
"103","texas-christian arizona-state 2023",2,1,1,1,2,2,5,0.89702170800703,1.41174350969495,-4.57856982404184,-0.0487683682087487,0.536703490631206,-0.0225241432199001,0.1780487732573,0
"104","gonzaga grand-canyon 2023",12,1,1,1,12,12,11,1.17500678999502,5.12881080603874,-5.21148656367946,1.42117494356917,2.63330838471471,0.00547296970217621,0.407219278493125,-1
"105","northwestern boise-state 2023",8,1,1,1,8,8,3,-0.651571484621054,-0.287465014005377,-5.09281416758171,0.877472248786051,5.22829468429077,0.00552713866216195,-0.0376217794619262,0
"106","ucla north-carolina-asheville 2023",33,1,1,1,33,33,13,1.48890192859339,6.85201188495916,-5.28104175260804,2.5555572734388,1.38621952181249,0.112555305029417,0.173881126275709,-1
"107","purdue fairleigh-dickinson 2023",-5,1,1,0,-5,-5,15,2.07424689980167,9.73966786996946,-4.94417581837595,-0.154433251243279,-0.633009717620824,0.120990898071837,0.16725068188857,-1
"108","memphis florida-atlantic 2023",-1,1,1,0,-1,-1,1,-1.65651549934964,0.0694231959449843,-5.22362285644861,-0.897052142052251,4.04062462007362,-0.0144537079288408,-0.134029689151615,2
"109","duke oral-roberts 2023",23,1,1,1,23,23,7,-1.1918362239293,1.67744514006359,-5.41490152500055,-1.99785084572591,-1.29041178886911,0.203216773553958,-0.324981869533082,1
"110","tennessee louisiana 2023",3,1,1,1,3,3,9,1.33530629623824,5.09448348265805,-5.23093209380287,0.74178077561189,2.92622506787588,0.142444821417338,-0.0978586673809357,1
"111","kentucky providence 2023",8,1,1,1,8,8,5,0.558430336140828,1.78423232295866,-5.01327410724451,0.645462555306114,-0.772529478058502,0.127563864984637,0.0606768139793608,-2
"112","kansas-state montana-state 2023",12,1,1,1,12,12,11,-0.0739681981295206,4.33110640986255,-5.23350084879797,-0.600119582469326,0.532067777131427,0.0968535599332831,-0.0377203460605614,-1
"113","michigan-state southern-california 2023",10,1,1,1,10,10,3,-0.682241281287613,-0.0874341101893883,-5.03220724989087,0.507770422179373,-4.33910062347033,-0.0509977359120938,-0.148001794846313,2
"114","marquette vermont 2023",17,1,1,1,17,17,13,0.378526579282573,4.37647929503593,-5.18196213142577,-0.992033406808846,2.98911408779772,0.0928008570024125,0.105723578033762,0
"115","alabama texas-am-corpus-christi 2023",22,1,1,1,22,22,15,1.13652006313767,7.65786195079784,-5.15278387038567,-0.311059559861439,0.277330413632029,0.0189690603713039,0.0113032124324185,1
"116","maryland west-virginia 2023",2,1,1,1,2,2,1,0.840291879436609,0.445703819183559,-4.9965074870764,1.05712400191932,0.407833872877166,0.0249091643164934,0.126388144456615,-1
"117","san-diego-state college-of-charleston 2023",6,1,1,1,6,6,7,-0.81742237587843,2.50441572587726,-5.00304372237784,0.183060098349615,2.06011978264364,-0.0235175404433522,-0.110307746401302,0
"118","virginia furman 2023",-1,1,1,0,-1,-1,9,-0.446637032150285,3.36553986186193,-5.44376880393889,0.794464681055717,3.4728537413557,-0.145525981705705,-0.0841337588075216,-2
"119","creighton north-carolina-state 2023",9,1,1,1,9,9,5,-0.00762515327924262,1.30120411926563,-4.88040407015158,-1.86570707231465,-3.42872862918964,-0.0934145463038242,-0.108878766223393,0
"120","baylor california-santa-barbara 2023",18,1,1,1,18,18,11,-0.0772593624705333,4.17298147381635,-5.24327569703537,-0.505172016491092,0.0183781625682951,0.118553427621906,-0.0120321945378329,0
"121","missouri utah-state 2023",11,1,1,1,11,11,3,-1.00205225123041,-1.27366594816013,-5.46954891129332,0.709369904015883,4.20915428536307,-0.00331009756409513,0.0679571341641054,2
"122","arizona princeton 2023",-4,1,1,0,-4,-4,13,0.677995232330639,5.20420501511593,-5.0993538036179,-0.398682901424366,0.664084265074031,0.0469524190966871,0.174836109371446,-2
"123","houston northern-kentucky 2023",11,1,1,1,11,11,15,3.15797323798121,7.5726392638418,-4.84690488574014,1.03288988112699,2.58298962577196,0.125231776833332,0.337990676050629,0
"124","iowa auburn 2023",-8,1,1,0,-8,-8,1,-0.10513125223257,-0.52181148882216,-4.89071608136805,1.90645417437938,-4.11276175799744,-0.00658281108599796,0.146144406072712,-1
"125","miami-fl drake 2023",7,1,1,1,7,7,7,-1.20561635944959,1.14848776396541,-5.17392174870942,-0.347680369014018,2.11235998184477,0.0239412020057719,0.110194591492266,0
"126","indiana kent-state 2023",11,1,1,1,11,11,9,-0.874478963190679,2.65171288557943,-4.96794972409327,-0.02183694300368,-2.53114334668383,-0.0573180320989325,-0.00757620942199821,0
"127","iowa-state pittsburgh 2023",-18,1,1,0,-18,-18,5,-0.282286696662954,1.39003572326416,-5.25336215056989,-1.45833831649174,2.98974357067636,0.0371627812731135,-0.265982280782954,1
"128","xavier kennesaw-state 2023",5,1,1,1,5,5,11,0.329769430785099,5.26178218104807,-5.02267925542619,0.356367466756564,-1.60285552855109,0.0861639780924842,0.196122180877739,-3
"129","texas-am penn-state 2023",-17,1,1,0,-17,-17,3,0.458100975726119,0.0751039096541906,-5.30649066187817,-1.52691056973634,2.81328193288135,0.297986180456082,-0.0972432499745986,1
"130","texas colgate 2023",20,1,1,1,20,20,13,-0.0192305186748367,5.38541664198926,-5.48592369745199,-0.112931521367535,1.33521470784539,0.0729137591442367,-0.203146884899111,1
"131","arizona-state nevada 2023",25,1,1,1,25,25,0,-0.545478759509129,0.21460541250584,-5.12454226834737,-0.0121617836668069,2.81720039916084,0.127889654409681,-0.0634868068363327,0
"132","mississippi-state pittsburgh 2023",-1,1,1,0,-1,-1,0,-0.350917178322392,0.48252655604763,-5.27757749922992,-0.741178417741075,3.29654903740095,0.128194545466866,-0.220337676773544,1
"133","texas-southern fairleigh-dickinson 2023",-23,1,1,0,-23,-23,0,-1.31541643264957,0.261958971521482,-5.00653634577603,-1.66916136647263,0.0559599479152926,-0.0552047823496609,-0.434049485115239,1
